x@CMN_123.fofxy_3;x@CMN_456.fofxy_3;x@CMN_789.fofxy_3;x@M1_CC.fofxy_3;x@M2_CC.fofxy_3;x@M3_CC.fofxy_3;x@M4_CC.fofxy_3;x@M5_CC.fofxy_3;x@M6_CC.fofxy_3;x@M7_CC.fofxy_3;x@M8_CC.fofxy_3;x@M9_CC.fofxy_3;temp@M1_TOP.dynamic_pn_chamber_th_2;temp@M1_P2.dynamic_pn_chamber_th_2;temp@M1_P3.dynamic_pn_chamber_th_2;temp@M1_P4.dynamic_pn_chamber_th_2;temp@M1_P5.dynamic_pn_chamber_th_2;temp@M1_P6.dynamic_pn_chamber_th_2;temp@M1_P7.dynamic_pn_chamber_th_2;temp@M1_BOTTOM.dynamic_pn_chamber_th_1;temp@M2_TOP.dynamic_pn_chamber_th_2;temp@M2_P2.dynamic_pn_chamber_th_2;temp@M2_P3.dynamic_pn_chamber_th_2;temp@M2_P4.dynamic_pn_chamber_th_2;temp@M2_P5.dynamic_pn_chamber_th_2;temp@M2_P6.dynamic_pn_chamber_th_2;temp@M2_P7.dynamic_pn_chamber_th_2;temp@M2_BOTTOM.dynamic_pn_chamber_th_5;temp@M3_TOP.dynamic_pn_chamber_th_2;temp@M3_P2.dynamic_pn_chamber_th_2;temp@M3_P3.dynamic_pn_chamber_th_2;temp@M3_P4.dynamic_pn_chamber_th_2;temp@M3_P5.dynamic_pn_chamber_th_2;temp@M3_P6.dynamic_pn_chamber_th_2;temp@M3_P7.dynamic_pn_chamber_th_2;temp@M3_BOTTOM.dynamic_pn_chamber_th_1;temp@M4_TOP.dynamic_pn_chamber_th_2;temp@M4_P2.dynamic_pn_chamber_th_2;temp@M4_P3.dynamic_pn_chamber_th_2;temp@M4_P4.dynamic_pn_chamber_th_2;temp@M4_P5.dynamic_pn_chamber_th_2;temp@M4_P6.dynamic_pn_chamber_th_2;temp@M4_P7.dynamic_pn_chamber_th_2;temp@M4_BOTTOM.dynamic_pn_chamber_th_5;temp@M5_TOP.dynamic_pn_chamber_th_2;temp@M5_P2.dynamic_pn_chamber_th_2;temp@M5_P3.dynamic_pn_chamber_th_2;temp@M5_P4.dynamic_pn_chamber_th_2;temp@M5_P5.dynamic_pn_chamber_th_2;temp@M5_P6.dynamic_pn_chamber_th_2;temp@M5_P7.dynamic_pn_chamber_th_2;temp@M5_BOTTOM.dynamic_pn_chamber_th_1;temp@M6_TOP.dynamic_pn_chamber_th_2;temp@M6_P2.dynamic_pn_chamber_th_2;temp@M6_P3.dynamic_pn_chamber_th_2;temp@M6_P4.dynamic_pn_chamber_th_2;temp@M6_P5.dynamic_pn_chamber_th_2;temp@M6_P6.dynamic_pn_chamber_th_2;temp@M6_P7.dynamic_pn_chamber_th_2;temp@M6_BOTTOM.dynamic_pn_chamber_th_5;temp@M7_TOP.dynamic_pn_chamber_th_2;temp@M7_P2.dynamic_pn_chamber_th_2;temp@M7_P3.dynamic_pn_chamber_th_2;temp@M7_P4.dynamic_pn_chamber_th_2;temp@M7_P5.dynamic_pn_chamber_th_2;temp@M7_P6.dynamic_pn_chamber_th_2;temp@M7_P7.dynamic_pn_chamber_th_2;temp@M7_BOTTOM.dynamic_pn_chamber_th_1;temp@M8_TOP.dynamic_pn_chamber_th_2;temp@M8_P2.dynamic_pn_chamber_th_2;temp@M8_P3.dynamic_pn_chamber_th_2;temp@M8_P4.dynamic_pn_chamber_th_2;temp@M8_P5.dynamic_pn_chamber_th_2;temp@M8_P6.dynamic_pn_chamber_th_2;temp@M8_P7.dynamic_pn_chamber_th_2;temp@M8_BOTTOM.dynamic_pn_chamber_th_1;temp@M0_TOP.dynamic_pn_chamber_th;temp@M0_P2.dynamic_pn_chamber_th;temp@M0_P3.dynamic_pn_chamber_th;temp@M0_P4.dynamic_pn_chamber_th;temp@M0_P5.dynamic_pn_chamber_th;temp@M0_P6.dynamic_pn_chamber_th;temp@M0_P7.dynamic_pn_chamber_th;temp@M0_BOTTOM.dynamic_pn_chamber_th;temp@M9_TOP.dynamic_pn_chamber_th_2;temp@M9_P2.dynamic_pn_chamber_th_2;temp@M9_P3.dynamic_pn_chamber_th_2;temp@M9_P4.dynamic_pn_chamber_th_2;temp@M9_P5.dynamic_pn_chamber_th_2;temp@M9_P6.dynamic_pn_chamber_th_2;temp@M9_P7.dynamic_pn_chamber_th_2;temp@M9_BOTTOM.dynamic_pn_chamber_th_1
0,279;0,227;0,249;0,676;0,735;0,45;0,511;0,655;0,535;0,353;0,247;0,286;353,3560623;352,4518674;353,3103397;353,318342;352,5871932;350,6300553;345,7532775;332,6039885;388,1896984;386,2270912;386,7657416;386,8093848;386,3070484;385,0249862;382,3923419;381,6332293;426,6457;423,8120141;424,2859153;424,3292455;423,9947232;423,1514074;421,7207722;406,1062418;423,610043;421,6806306;421,5733603;421,2459212;420,5137105;419,8791185;418,457632;401,2300878;465,099797;463,3917629;463,4003542;463,4309438;463,511486;463,6464987;462,3598566;446,6019627;545,3488768;541,9427754;542,1793213;542,3395899;542,4275655;542,6116753;540,2580696;518,1572452;519,6778664;515,8568317;516,2777491;516,3975922;516,0232716;514,9798139;511,8770684;485,6612792;402,5204916;401,2995893;402,4489671;402,5667693;402,2516739;401,0863406;396,7308134;388,1793914;364,2697573;363,863989;367,4694082;366,3578795;364,0692154;360,6652606;357,2540866;336,7024016;361,1401175;361,3257896;361,841232;361,4794316;360,6577609;359,1188384;355,2840444;342,671763
0,851;0,323;0,877;0,319;0,509;0,792;0,812;0,552;0,398;0,195;0,326;0,28;317,0386102;316,642919;317,0939285;317,1853021;316,936393;316,1861761;314,1982226;308,7955196;347,4485084;345,9819948;346,52604;346,6350675;346,281322;345,3116815;343,5028845;345,2342703;461,0744325;453,305431;454,6091947;454,8204764;453,7708249;451,3816689;449,4211221;425,6087078;448,4379932;445,9866174;446,5094238;446,8068329;446,7193478;446,4716594;445,4235052;428,6053269;442,5669238;441,3323792;441,3651223;441,3977133;441,4407264;441,5041745;440,4509218;426,856973;489,5996092;487,2670118;487,551465;487,777777;487,7168665;487,6179804;485,8719242;469,2798071;451,1902948;449,2564749;449,7156449;449,872821;449,6282977;448,9212394;446,7002006;429,4954231;398,6685482;396,8267038;398,6838568;398,8444481;398,3508955;396,7501918;391,6428264;383,4326449;357,115244;354,8077001;360,2471546;358,9098849;356,1760372;352,3995971;349,0160177;333,6456432;351,9569628;352,1210156;352,8190395;352,3756041;351,4903806;349,9800721;346,5348402;335,216229
0,501;0,726;0,962;0,47;0,707;0,969;0,733;0,672;0,444;0,285;0,243;0,297;328,5171432;327,8225838;328,4432839;328,5535776;328,1684534;327,0580413;324,1859114;316,2384089;369,0241351;366,7665665;367,4633615;367,5903312;367,1010721;365,7801974;363,3576538;365,4719761;499,0309265;488,679287;490,2517203;490,4965171;489,3391875;486,591901;484,2288927;454,1103594;461,3985762;459,2505932;459,524643;459,6635104;459,1480383;458,5742477;456,8584212;434,4872975;473,474947;471,5915396;471,6343613;471,6816182;471,7569151;471,8818586;470,5157846;453,2287631;507,9302892;504,9038803;505,2802423;505,557673;505,5463977;505,4789286;503,5711185;485,3036744;474,0162164;470,5270246;471,3354336;471,6595734;471,2788547;470,1641459;467,3483841;446,2290309;389,2440699;387,371078;389,0585075;389,1408919;388,6588122;387,2469453;382,9003762;375,979297;356,7392349;353,3856685;359,3490614;358,0270031;355,3333747;351,5825881;348,1669891;331,0821326;352,2443903;352,2179421;352,9915044;352,5150479;351,5880515;350,0322462;346,5681336;335,050376
0,703;0,518;0,188;0,453;0,487;0,218;0,06;0,041;0,015;0,249;0,027;0,067;318,38142;317,3711941;317,9825569;318,144967;317,8658374;316,9470809;314,7663471;308,6301978;336,3645295;334,9213774;335,5191967;335,6832485;335,4302421;334,6091642;333,0773396;335,1418268;348,1714416;346,9480811;347,3799137;347,5000938;347,3475541;346,8925602;346,2166033;339,2739078;328,9650024;329,6062098;329,4193639;329,4015813;329,6014656;329,7875529;329,5530984;322,9405076;313,0524763;313,162314;313,0594995;312,9970547;312,9682205;312,9742017;312,9155715;311,822911;347,9517665;348,1326582;347,9776102;347,7509756;347,7586675;347,8860468;347,8811743;342,1163159;380,3449674;377,5479551;378,6243719;379,0884241;378,7727625;377,7352496;375,9512816;365,4621067;315,8844804;315,2131484;315,7921212;315,8192376;315,6692709;315,2480621;314,1115323;313,2421106;307,8959611;306,3432287;308,3411244;307,9767616;307,2898427;306,3583285;305,6146739;302,3131052;307,269235;307,1624129;307,4170375;307,243827;306,9975937;306,6066731;305,795665;302,9723618
0,539;0,869;0,879;0,538;0,445;0,713;0,506;0,622;0,448;0,605;0,543;0,689;329,2877777;328,3493556;329,0716138;329,2259268;328,8202509;327,6130836;324,5832725;316,0881086;346,8639501;345,6973177;346,1519727;346,2431468;345,9828452;345,2390698;343,70176;344,0205006;437,4273604;430,7063364;432,0029005;432,2662947;431,4957896;429,5727883;427,7842384;407,0557711;417,4073623;415,9098199;415,9620738;415,8583871;414,9945582;414,1506805;412,9616737;397,0818662;461,3439208;460,093587;459,9320016;459,8516528;459,8596572;460,0235925;458,7867567;443,6225687;554,6464847;552,0804582;552,0635674;551,901341;552,0636058;552,4277684;549,7133941;522,6058514;601,9937575;594,1465554;595,5714383;596,1760924;595,6902865;594,0355899;588,7549897;549,017846;466,8348568;463,4214232;466,0342354;466,2402388;465,5722763;463,3865055;456,0758448;441,5956311;408,3301335;406,6622368;415,601769;413,7669481;410,0791103;404,2584484;397,4250508;362,9011014;415,0215803;414,4638375;415,841885;415,0791297;413,1416772;409,8199829;402,7204928;378,8972994
0,978;0,55;0,845;0,099;0,314;0,15;0,169;0,172;0,294;0,211;0,131;0,363;300,1529752;299,9397953;300,1104254;300,1557457;300,0896062;299,8441547;299,2235264;297,5917255;316,1982688;315,2326298;315,6431259;315,761639;315,5933882;315,0300594;314,0317741;316,3039858;327,381531;326,4868498;326,81625;326,9134022;326,793638;326,4401387;325,9556199;321,5252295;328,3719789;327,9528403;328,0427685;328,0439488;327,7437937;327,4338465;327,2259158;324,2198796;345,3036136;345,386668;345,1578395;345,0187607;344,9702221;345,048634;344,9258905;341,84848;418,9657324;417,2390243;417,6285004;417,8823406;417,9192078;417,8687571;417,1671909;409,2735867;399,5729224;397,1130078;397,9235383;398,2568343;398,0233814;397,2581963;395,7018322;384,2593917;348,7933933;347,486907;348,7884389;348,7835469;348,5062765;347,7672601;345,753273;342,4663048;336,2517017;333,0483406;338,6530538;337,7048163;336,1597912;333,8341271;331,5932206;318,7968421;341,2172283;340,5941674;341,5011639;340,9923123;340,1262832;338,7613763;336,0724223;326,4600811
0,165;0,098;0,379;0,096;0,33;0,36;0,457;0,663;0,483;0,249;0,292;0,529;308,6624762;308,7065782;308,818154;308,7945416;308,6605071;308,2780073;307,1597797;304,2655462;337,5003588;336,7497362;336,9574898;336,9530486;336,6994453;336,0471624;334,7514252;334,9144218;390,4716806;388,1402826;388,4372363;388,4969365;388,2168954;387,5152975;386,5579444;375,6660811;411,9598511;409,4053408;408,9585132;408,4818773;407,7032733;407,0785207;406,2331998;390,7579839;463,0701079;461,4170499;461,4233676;461,4675827;461,5679849;461,7289387;460,4541535;445,0941112;537,4833604;534,8354174;534,9245436;534,994928;535,0904792;535,3318283;532,7513842;510,1926841;513,6059735;511,6670673;511,7094742;511,7584049;511,7258917;511,4189672;508,5964277;484,6461707;443,6389554;443,3286935;444,0784598;444,1867915;443,995526;443,1217665;438,7758226;425,251805;407,8873847;416,3201733;419,8047847;418,8388406;416,438311;411,8474043;405,1584885;358,5391458;419,176972;420,4073778;421,1518446;420,7383349;419,3564365;416,5235954;409,097493;385,5580158
0,768;0,358;0,449;0,44;0,575;0,807;0,564;0,69;0,756;0,467;0,398;0,208;325,1057574;324,4823042;325,0849995;325,2041186;324,8606006;323,8385843;321,1856555;313,8822116;356,2982992;354,6356739;355,2298306;355,3422794;354,9588403;353,9042747;351,8946473;353,3874022;466,4734772;458,6431808;459,9771921;460,1797427;459,1842889;456,8586812;454,7801873;430,0514435;440,0596005;438,4057415;438,2951991;438,0181653;437,0429636;436,1563771;434,4667151;414,202738;483,134902;481,9232889;481,6695786;481,5398037;481,466003;481,5904133;479,9739912;462,4717441;625,798794;620,2512772;620,7721941;621,1912234;621,3944295;621,615841;617,56799;585,8000832;574,1889494;568,2726777;569,0884543;569,4743907;569,0004521;567,5206753;562,9072192;527,4938906;430,2672057;427,732046;429,7343346;429,9713244;429,4223601;427,4733998;420,7998921;409,5693389;369,9065711;367,1123705;372,2752947;370,6094077;367,0746808;362,4644574;359,1733002;342,1196141;354,7700581;355,0812965;355,7021437;355,3029282;354,4670657;353,0054366;349,3975881;337,7244813
0,463;0,151;0,131;0,358;0,63;0,382;0,66;0,857;0,645;0,373;0,387;0,576;323,9127349;323,6325943;324,1591766;324,2401551;323,9041658;322,9561707;320,4064504;313,6839731;364,5861135;362,9575928;363,5664295;363,6508174;363,1672522;361,9283237;359,5574292;360,7798804;406,9798389;404,7105579;405,1162662;405,1205926;404,7445747;403,8993663;402,7073569;389,9189127;454,0863022;450,5028046;449,6518651;448,5752056;447,434441;446,625846;445,499341;425,0865485;516,5826984;514,6807102;514,5416842;514,4111564;514,4207377;514,6142848;512,4837859;490,7150343;595,7104388;591,2983498;591,4679702;591,6591872;591,9490732;592,3864355;588,9566059;560,1924154;567,7613992;564,2184786;564,3873768;564,4667629;564,3653343;563,9051767;560,1043595;528,2563243;475,3269511;474,7836503;475,4281238;475,5648996;475,3982403;474,4598684;469,3503005;452,1098799;424,0868161;438,9363001;440,3921651;439,8401657;438,0315104;433,8193406;426,5340528;370,7183073;442,671864;444,2206565;444,6462196;444,2593223;442,9101976;439,8068253;431,1618241;403,7619751
0,286;0,422;0,164;0,422;0,134;0,148;0,289;0,324;0,239;0,008;0,289;0,203;320,8620856;320,0756111;320,6513521;320,7668021;320,4127327;319,4223957;317,0411629;310,4336695;319,5291163;319,3668926;319,4812721;319,4936624;319,4368918;319,2557099;318,7358675;317,4597772;332,6362789;331,8100495;332,0395531;332,08425;331,9818497;331,6910446;331,2591461;326,8170154;342,88791;341,7940477;342,0222402;342,0198077;341,5594859;341,0751327;340,8621426;337,8139651;375,7295446;375,1522746;375,1631789;375,1681661;375,1891304;375,2446179;374,8976309;368,3867401;388,7197445;387,1813567;387,5381806;387,8722939;387,8699057;387,7318166;387,2045217;382,1818652;348,7453632;348,5570419;348,554048;348,5325968;348,549523;348,5728302;348,2509984;344,1270605;356,6343101;354,9556855;356,4423294;356,6299151;356,2894433;355,0980656;351,5462241;347,2450715;326,1420122;324,1839903;327,6971437;327,008097;325,7249549;323,8768367;322,1780388;317,5351481;326,6404657;326,5067554;326,9875976;326,6764124;326,1322086;325,2401832;323,357849;316,8955181
0,934;0,768;0,741;0,358;0,625;0,766;0,64;0,548;0,768;0,593;0,629;0,889;318,8458476;318,3262463;318,8217596;318,9277321;318,6597057;317,8436891;315,710855;309,8744368;354,8205259;352,8778431;353,5579047;353,705097;353,2912447;352,1121561;349,9897132;352,569358;454,0392865;446,7083942;448,0627159;448,3173456;447,4155263;445,2407919;443,2855288;420,2415433;434,079117;432,34031;432,5387194;432,5661016;432,0450723;431,4705172;430,2092537;413,0388084;452,8839387;452,2622909;451,8144152;451,6288317;451,5812629;451,838494;450,8242219;437,6912872;641,3165294;636,0913178;636,5311763;636,7669304;637,0163531;637,3841254;632,7974041;598,0988915;631,8310941;624,5223615;625,585096;626,0463028;625,673698;624,3368882;618,4319206;574,9024005;508,5138641;505,4050608;507,9496954;508,1234486;507,435702;505,1260167;496,6962983;476,9247662;443,8776141;447,0857722;456,9567203;454,8550112;450,4631292;443,0083559;433,177624;380,4513534;459,230824;458,7004467;460,4223673;459,5424417;456,9556717;452,3655952;442,3811533;409,8762516
0,106;0,372;0,085;0,387;0,636;0,378;0,474;0,516;0,487;0,765;0,636;0,745;339,6815851;339,3102082;339,6081153;339,5153206;339,0179881;337,7137287;334,2880439;325,0909899;375,4541989;373,7806085;374,186942;374,1690555;373,7619827;372,7006018;370,5139921;370,0549247;405,2829704;403,0359043;403,4137103;403,4775788;403,2626358;402,6639477;401,5224425;388,8641574;402,864686;401,6255638;401,6638294;401,4972745;400,9877799;400,5378798;399,4701451;386,236287;436,2298048;435,3470268;435,1499679;435,1121111;435,1413527;435,3543638;434,4992748;422,7742966;593,5584605;590,808469;590,421395;590,083359;590,4377756;591,2373657;587,6967427;553,7402748;696,3991921;687,9439023;688,9572236;689,3820552;689,0776158;687,7822724;679,9162925;625,914504;542,1883231;540,6639157;541,7280211;541,9603753;541,5950886;539,8256654;531,2833165;506,182339;460,5537543;479,839801;482,022711;480,9207449;477,9653654;471,8025827;461,7013672;393,1157858;481,6884944;483,8190068;484,3122783;483,7336522;481,7288266;477,4497615;465,9791765;430,6640904
0,816;0,626;0,067;0,767;0,482;0,404;0,316;0,048;0,234;0,401;0,666;0,782;339,2158907;337,4991869;338,5451558;338,7936479;338,2339215;336,5436815;332,5847805;321,3954203;351,1057353;349,9082477;350,4357322;350,5517929;350,2915616;349,5109973;347,8562209;347,6551712;386,8646869;384,0629308;384,8189393;384,9976548;384,65625;383,7322541;382,4989744;370,1736844;364,5564575;364,4075467;364,5247348;364,7384726;365,2587387;365,670269;365,4229012;356,0701989;331,1742867;331,8342798;331,270556;331,0278519;330,9744261;331,1966252;331,4892568;330,6841567;468,9120471;468,1896082;467,827857;467,4712718;467,6022918;468,0695921;466,9982502;448,8403741;522,4188452;518,3350378;519,2762901;519,623498;519,4782096;518,7362328;515,3941898;489,295234;473,4242207;469,5731631;471,9451594;472,2719058;471,6428268;469,3561353;461,9502053;446,7827855;410,4767364;411,5459009;419,5028486;417,9267521;414,7241921;409,1530294;401,8977684;366,7222672;425,1498777;424,361425;425,8290851;424,9915035;422,8457112;419,1657365;411,5631993;386,0652643
0,107;0,814;0,191;0,805;0,656;0,612;0,859;0,842;0,985;0,985;0,918;0,687;400,5166503;399,6137591;399,8715297;399,6614571;398,7407296;395,9757407;388,153429;367,0198808;412,7844507;411,4621323;411,5906982;411,5714532;411,3916581;410,7563855;408,6301736;402,0568146;477,4187408;473,1405249;473,6910363;473,8276887;473,6023008;472,8330031;470,8673796;448,9800772;478,8347574;476,0493672;476,2861772;476,1895209;475,6846044;475,2789215;472,9008425;449,0828869;526,9697204;524,6892905;524,7302509;524,7902095;524,9041014;525,0803602;522,6141443;499,1482243;712,749663;707,5891752;707,586467;707,6137079;707,9690396;708,7468659;701,1492645;652,3468984;738,8152057;732,4620757;732,7492956;732,9221139;732,7596006;731,9446145;722,0298249;661,8409925;615,3384689;613,5041664;615,1540853;615,4406162;614,8472951;612,0941485;598,7120227;562,1528694;491,7923518;513,6265863;515,6865671;513,2321214;508,2017184;499,9291454;489,635866;412,8122788;493,8029629;496,5611413;496,9258461;496,4226645;494,4757051;490,0238838;477,4888252;439,9202486
0,36;0,72;0,221;0,195;0,344;0,279;0,078;0,197;0,426;0,296;0,566;0,782;306,3343736;305,9694371;306,2553205;306,3254984;306,1753377;305,7226416;304,5899027;301,5198486;323,3344541;322,308818;322,7141933;322,8166822;322,6096317;321,9975558;320,862336;322,700778;349,4000332;347,4843497;348,0383458;348,16894;347,9465902;347,2988689;346,4678447;338,7773223;335,2591878;335,4520804;335,2322465;335,1094776;334,6057686;334,1566739;333,6655272;327,0345043;358,3702332;358,6059238;358,134179;357,9066568;357,8659693;358,0976136;358,1409134;354,8162168;489,7219695;487,2404557;487,5712245;487,7428578;487,8648998;488,0227922;486,5329846;471,0776645;481,4890717;478,271197;479,0512866;479,3245064;479,1666198;478,5342672;476,0246448;455,7506127;441,4767578;437,6703492;440,6654651;440,8603526;440,1790907;438,0689625;431,781556;420,3364087;393,6003029;390,1948754;400,6438101;398,8238254;395,5011822;390,1994041;384,2108124;355,1366712;406,675555;404,9896583;406,8288378;405,9418373;403,884865;400,5448115;394,0433362;371,5419789
0,449;0,645;0,071;0,575;0,513;0,214;0,396;0,469;0,5;0,763;0,7;0,438;330,5531045;329,4735219;330,2697027;330,4463648;330,0007532;328,6837798;325,4796571;316,6217898;349,3723843;348,0498204;348,5923337;348,7060909;348,4122267;347,5605303;345,8250164;346,5165353;360,0919632;359,0485492;359,3494727;359,4080481;359,2687895;358,8830695;358,2326835;350,92591;377,6308688;376,1083428;375,9102003;375,5988779;374,7297933;374,0355692;373,6112977;365,6912018;433,2352943;433,2679436;432,5550733;432,2402707;432,2074965;432,6012073;431,9102374;421,85002;568,4762365;565,513962;565,4062077;565,151663;565,3702068;565,9199509;563,3565684;535,54704;626,2965572;616,3714301;618,1371863;618,889744;618,5849046;617,0453241;611,5753835;567,7936084;481,9181931;477,668115;479,6172703;480,066496;479,4797271;477,0321636;468,5761791;452,1930184;391,9122272;393,4076548;398,0352074;396,4891332;393,3261351;388,6257401;383,9152344;362,9863848;389,9608544;390,1104708;390,719639;390,2313988;389,0634773;386,8782136;381,4751192;363,5646132
0,711;0,984;0,775;0,22;0,275;0,265;0,326;0,417;0,412;0,158;0,194;0,182;306,8066529;306,398966;306,7182725;306,8004705;306,6641187;306,1926494;305,0005394;301,7158901;319,0977412;318,3411814;318,6848141;318,7772679;318,6302838;318,1508157;317,2215848;318,4575953;345,9876508;344,1450858;344,6895911;344,8393938;344,6112417;343,9701574;343,2071817;336,0827871;354,4082448;353,0519963;353,232922;353,1914074;352,4324101;351,7273658;351,4635193;346,9422251;401,9176755;401,2515479;401,1687613;401,1024619;401,0942895;401,1836442;400,6105902;391,9131867;449,745402;446,6429916;447,3101703;447,8842185;447,9135976;447,7432439;446,8578919;437,6575763;392,6801247;390,752744;391,3695162;391,6234998;391,4153888;390,7552525;389,2723494;378,7270261;348,9393717;347,3309608;348,7087574;348,8215501;348,5033117;347,5165477;344,6166966;341,2245732;325,9182277;323,1160925;327,0874908;326,3440928;324,9086686;322,9321192;321,2679798;314,8620401;324,6060398;324,4140618;324,9261882;324,6002663;324,0742182;323,2294425;321,4366939;315,2231243
0,049;0,079;0,017;0,286;0,554;0,378;0,59;0,382;0,296;0,078;0,154;0,34;343,7943175;343,4740509;343,4881944;343,4991713;343,5180026;343,1389856;340,1635654;331,4742314;380,6209279;379,4114594;379,6908498;379,6548833;379,5049351;379,0277578;377,380614;374,3156682;416,9288197;414,8612252;415,1643335;415,2485118;415,2167728;414,975624;413,9740397;401,1466753;406,2525767;405,2356164;405,5136068;405,7033999;405,9173351;406,2202491;405,4009885;392,9007128;396,7359747;396,0909259;396,0983679;396,0968638;396,1293649;396,1746077;395,5632212;387,0540935;450,3510343;448,9611896;449,023807;449,1160626;449,1937419;449,2634338;448,0676458;434,8671762;407,3243788;406,7234294;406,735123;406,7527104;406,7701574;406,7725173;405,9825736;395,7623019;401,4707999;401,5249105;401,6319411;401,6642802;401,6758961;401,607009;400,3122463;390,7845291;378,0029124;393,0793627;394,6092287;395,6982477;396,3913775;395,7214598;392,1205488;347,1469342;404,3957122;405,2496433;405,2578682;405,276117;405,2186296;404,0899978;398,3102265;379,5696423
0,283;0,238;0,776;0,612;0,689;0,543;0,343;0,32;0,377;0,576;0,435;0,567;344,5617821;343,6651932;344,4528074;344,4885549;343,8525039;342,1456391;337,9584777;326,6144128;377,6799985;375,7619276;376,31895;376,3799218;375,8942718;374,6612045;372,1983794;372,3299721;433,1225861;429,1576452;429,895997;429,9815304;429,4941209;428,2840018;426,5336568;408,5975146;393,5850978;393,5254164;393,4060973;393,5120284;393,3856937;393,3751217;392,2865233;377,040417;385,5169542;385,084925;385,0351131;385,0205063;385,0203363;385,0271283;384,509838;377,519445;518,8508855;517,0803531;516,9602373;516,7988214;517,0515635;517,598263;515,6992352;493,1559002;597,847809;591,433073;592,3022887;592,620188;592,1388237;590,6942013;585,9471654;548,0690477;451,0033295;449,0767581;450,8144558;450,9699929;450,5124804;448,8609576;442,7577109;429,7006615;398,083641;400,5026367;406,684143;405,2390453;402,1896341;397,2067909;391,0805406;357,6880839;405,5712793;405,8067121;406,7855415;406,198255;404,6670008;401,8672489;395,3753677;373,9518692
0,94;0,652;0,498;0,368;0,077;0,341;0,13;0,341;0,56;0,494;0,347;0,101;314,3051555;313,6012582;314,1082714;314,2358727;314,0203365;313,2706121;311,4136273;306,1545272;312,4623245;312,3895472;312,4937772;312,5164553;312,4818926;312,3576864;311,9748097;310,923009;353,0445869;350,4427356;351,1525768;351,3503608;351,0272978;350,1729972;349,2575372;340,6402327;346,372513;346,0072348;345,6733843;345,4084507;344,4467703;343,6345242;343,1260168;335,8005433;398,5928861;398,9178575;398,2583728;397,9089154;397,8063988;398,0894335;397,7621914;391,0773254;545,2485984;541,4802726;542,0751433;542,4275427;542,5138514;542,4976279;539,8985238;518,2230101;524,7230932;517,5280254;519,2385218;520,0463104;519,4854635;517,5979232;513,3025149;483,3178653;386,8343114;384,0900069;386,243623;386,4916278;385,8966928;384,0470945;378,500846;372,3787864;338,6639369;334,3952165;339,4904547;338,3001874;335,6283865;332,3114454;330,0963222;324,6897023;326,1630689;326,3681339;326,8799825;326,5599748;326,0230882;325,1353438;323,0831333;316,5532793
0,349;0,752;0,321;0,983;0,737;0,599;0,66;0,773;0,522;0,63;0,728;0,743;369,9212136;367,9170402;369,1949909;369,3280727;368,3465062;365,6834949;359,3485228;341,7805482;393,2251588;391,2778571;391,852998;391,9127446;391,4618309;390,2585447;387,6470667;385,8067737;452,8528202;448,3010775;449,107671;449,2085914;448,697042;447,4238888;445,4936869;425,0419511;446,6200791;444,5399882;444,5707619;444,3250766;443,4361363;442,6111399;440,8497455;421,5431855;502,884614;501,0583284;500,9966255;500,976697;501,0238761;501,1784286;499,2171519;478,56757;602,1052436;599,2567103;599,1695265;598,990372;599,2109636;599,661491;595,4880299;560,6957024;659,6113944;652,3772161;653,4668778;653,9065467;653,4616554;651,9297465;644,5674775;596,0112565;529,3847888;525,8944941;528,6786974;528,9404017;528,0943375;525,2163735;514,7292372;491,998449;445,4360531;448,4518777;457,1020188;454,7915955;449,8622709;442,1213365;432,6652849;384,0282828;448,2670026;448,5642529;450,0517709;449,1925303;446,8779632;442,6862354;433,12854;403,0750629
0,259;0,157;0,965;0,467;0,581;0,564;0,705;0,41;0,239;0,245;0,499;0,477;340,2483238;339,9386599;340,5163603;340,4760736;339,9264898;338,5084625;334,7854794;324,8838277;373,3413465;371,9355534;372,3166469;372,3270582;371,9045988;370,8538076;368,7170001;367,8400983;446,700658;442,5991869;443,1859542;443,2033922;442,6251567;441,3234515;439,5451871;420,6772959;426,066552;424,7943169;425,1939426;425,6327684;425,9908594;426,3656754;425,4402685;410,6987361;405,0868065;404,3614222;404,3797545;404,4012375;404,4244044;404,4486257;403,7559572;394,2126067;446,2613409;445,5360702;445,473481;445,4016385;445,4343326;445,6065398;444,4462124;430,5452435;494,2333097;492,3675403;492,5342641;492,5933841;492,5349845;492,2541068;489,857755;468,6399304;456,6145675;455,2330081;456,8535706;457,0673326;456,6360041;454,8897191;448,1318634;433,3467816;394,9477486;399,6934198;404,1764187;402,7982713;399,8411849;395,1606946;389,5104559;358,3137733;399,4660452;400,2699851;401,0001355;400,5289861;399,2251917;396,7219745;390,5455338;370,6395629
